	InChIKey	UniProt	Activity
381	MZUOITHPELMPIT-UHFFFAOYSA-N	P05177	Active
382	PTQYLMUPEZKHJL-UHFFFAOYSA-N	P05177	Active
383	DJWRJDGOSLAKAG-UHFFFAOYSA-N	P05177	Active
384	MGKNABCWVANCIP-AOAKWNDQSA-N	P05177	Active
385	RTPMKHAYJICPHZ-UHFFFAOYSA-N	P05177	Active
386	BCVLSNDPGDOOHP-UHFFFAOYSA-N	P05177	Active
387	KUSGUHQSGMPRKF-UHFFFAOYSA-N	P05177	Active
388	JYDNZIKPNQPVLU-UHFFFAOYSA-N	P05177	Active
389	FPQOVWZKNLXAOV-UHFFFAOYSA-N	P05177	Active
390	HROOTLKMPSVNIJ-UHFFFAOYSA-N	P05177	Active
391	ONJGCFWPRMOPJQ-UHFFFAOYSA-N	P05177	Active
392	BKBUVGGPIYGFHW-UHFFFAOYSA-N	P05177	Active
393	YUKCGXNMEJUUPI-OUKQBFOZSA-N	P05177	Active
394	ADEAVHOROOIQPD-BMWMMMPHSA-N	P05177	Active
395	ACCYXZRLZXXUDX-CHHVJCJISA-N	P05177	Active
396	YHDPPNLENUXOBE-MFKUBSTISA-N	P05177	Active
397	XKNMHYBWPOWHGN-UHFFFAOYSA-N	P05177	Active
398	ALUCHPXHTQGWSD-UHFFFAOYSA-N	P05177	Active
399	HSCMNNOGPNMPCD-DHZHZOJOSA-N	P05177	Active
400	YXFSTVHDFBILBL-CMDGGOBGSA-N	P05177	Active
401	ITDJZWUSEKDLRC-UHFFFAOYSA-N	P05177	Active
402	SOCZTSTYAHRSNO-UHFFFAOYSA-N	P05177	Active
403	DIWUSECKBMPWNF-KPKJPENVSA-N	P05177	Active
404	HZLYOVSCXBEWQA-UHFFFAOYSA-M	P05177	Active
405	KVUZNXBAHZXERW-UHFFFAOYSA-N	P05177	Active
406	HHTRHBOPSBJOLL-UHFFFAOYSA-N	P05177	Active
407	UNPWDRKHVWKMAE-UHFFFAOYSA-N	P05177	Active
408	WJCMARXADJORHB-UHFFFAOYSA-N	P05177	Active
409	UIHRUSPZRHBFTG-UHFFFAOYSA-N	P05177	Active
410	YFLGDBKFXXZCAR-UHFFFAOYSA-N	P05177	Active
411	JYJAYGWGJVISOU-QGMBQPNBSA-N	P05177	Active
412	HGDFCODWMVUDAB-GZTJUZNOSA-N	P05177	Active
413	YNYSTURMCZSFIZ-QGMBQPNBSA-N	P05177	Active
414	YMPHQZFPOXDNGL-YRNVUSSQSA-N	P05177	Active
415	BRKZKZBAMSMTIK-KEBDBYFISA-N	P05177	Active
416	OFUIGASSRLGSBB-UHFFFAOYSA-N	P05177	Active
417	AUDMNFRPEZPOKT-UHFFFAOYSA-N	P05177	Active
418	ZASQNWBHWWIMEW-UHFFFAOYSA-N	P05177	Active
419	QASASMSJCWGFMV-UHFFFAOYSA-N	P05177	Active
420	OSDZCCMUWCNEOP-UHFFFAOYSA-N	P05177	Active
421	HZOXIFJYTCXYET-UHFFFAOYSA-N	P05177	Active
422	IJSPGEBQYWMFBM-IZZDOVSWSA-N	P05177	Active
423	MCHBCECZCAMTQK-UHFFFAOYSA-N	P05177	Active
424	JMMZNRHHHLCSTO-ATVHPVEESA-N	P05177	Active
425	JGXJJNQQXHFXIO-UHFFFAOYSA-N	P05177	Active
426	YAHHFWGBZGKXKT-UHFFFAOYSA-N	P05177	Active
427	CBRXZXKNYLAJTP-UHFFFAOYSA-N	P05177	Active
428	PWACEZMJAVYWAV-UHFFFAOYSA-N	P05177	Active
429	RBUYNDGZDNIJEG-UHFFFAOYSA-N	P05177	Active
430	XAMVXDUMEPAEKD-UHFFFAOYSA-N	P05177	Active
431	ZYOPHNLIMLMZHQ-UHFFFAOYSA-N	P05177	Active
432	WFXUGQUBKSHLLG-UHFFFAOYSA-N	P05177	Active
433	KKPUQXQZIFTATQ-UHFFFAOYSA-N	P05177	Active
434	LWICIUXSYAKXRD-UHFFFAOYSA-N	P05177	Active
435	JLAHLIKOBNNHKO-UHFFFAOYSA-N	P05177	Active
436	OCJSLYFNHADSHA-UHFFFAOYSA-N	P05177	Active
437	LFXOIUDSACXIBV-UHFFFAOYSA-N	P05177	Active
438	URONVDSLEXGVMH-UHFFFAOYSA-N	P05177	Active
439	NNLCQIISQBEMGB-QHCPKHFHSA-N	P05177	Active
440	JOVWKOHVYHAYJP-UHFFFAOYSA-N	P05177	Active
441	VLJDUYMLWQZMGR-UHFFFAOYSA-N	P05177	Active
442	CRZLYNUWKCDRSC-GHRIWEEISA-N	P05177	Active
443	ALXNYSQQGUBFOT-DEDYPNTBSA-N	P05177	Active
444	MCVQZEIYWZQXKB-VAWYXSNFSA-N	P05177	Active
445	BPWDRHYDVKYRHL-UHFFFAOYSA-N	P05177	Active
446	VWLZIFMOIBEMBS-RQZCQDPDSA-N	P05177	Active
447	MYOBEBDVOCXGBI-LICLKQGHSA-N	P05177	Active
448	MJWFBVJELFJTHE-UHFFFAOYSA-N	P05177	Active
449	RTUCWUQNJZFQFF-GHRIWEEISA-N	P05177	Active
450	BPIOJCNNAOQBHP-PXNMLYILSA-N	P05177	Active
451	YWSINDKDXWZJJY-UHFFFAOYSA-N	P05177	Active
452	QBWBWKNJWQZLKC-UHFFFAOYSA-N	P05177	Active
453	JMFVBEVXLZOVQT-UHFFFAOYSA-N	P05177	Active
454	XEZOJPDHPHUCGT-UHFFFAOYSA-N	P05177	Active
455	ZTXIJCZGZHIMCB-UHFFFAOYSA-N	P05177	Active
456	DUTKEQBTMRWRAC-DHZHZOJOSA-N	P05177	Active
457	WUBDEBMJRSRELF-UHFFFAOYSA-N	P05177	Active
458	QSHDZGYYJHDJAA-KPKJPENVSA-N	P05177	Active
459	HYLSWFOHDJRUGQ-GDNBJRDFSA-N	P05177	Active
460	TUFDVWFQGACALX-GDNBJRDFSA-N	P05177	Active
461	FQMYXPDAYYKMCF-RQZCQDPDSA-N	P05177	Active
462	SXLCRXONHXFNBM-UHFFFAOYSA-N	P05177	Active
463	BSBPSAZERAVRKV-UHFFFAOYSA-N	P05177	Active
464	BYHGFIYOZJWIDJ-UHFFFAOYSA-N	P05177	Active
465	SNMRCULYPMIJCM-UHFFFAOYSA-N	P05177	Active
466	XRCDDSUZCPRAKR-UHFFFAOYSA-N	P05177	Active
467	LETQRGJZQHUQTM-UHFFFAOYSA-N	P05177	Active
468	UXPSCBKPRNMVSD-UHFFFAOYSA-N	P05177	Active
469	MSAIPSIELQVLQK-NHDPSOOVSA-N	P05177	Active
470	QRUJUBAZSXGARF-UHFFFAOYSA-N	P05177	Active
471	PRZDHRXJWNVQAG-KHPPLWFESA-N	P05177	Active
472	WGZJNOARAAPYBY-UHFFFAOYSA-N	P05177	Active
473	MGUQDEVACYUXKA-UHFFFAOYSA-N	P05177	Active
474	VKPBBMIKOBRYCY-UHFFFAOYSA-N	P05177	Active
475	CRIUXIIBRNJOND-UHFFFAOYSA-N	P05177	Active
476	KJJMOJNJEQUMCV-UHFFFAOYSA-N	P05177	Active
477	XUOYCWOAVHYVOD-UHFFFAOYSA-N	P05177	Active
478	HUCDSDHJSZGPFK-UHFFFAOYSA-N	P05177	Active
479	QRNJQRRSWNYGEZ-UHFFFAOYSA-N	P05177	Active
480	JSAODTQITXZSDD-UHFFFAOYSA-N	P05177	Active
481	UMUXYTHSWRORAF-WUXMJOGZSA-N	P05177	Active
482	ZLHNNFMCOMWKIB-OVCLIPMQSA-N	P05177	Active
483	CPPYFSNLWMYJCD-UHFFFAOYSA-N	P05177	Active
484	CSUFPIVULXWNOK-RUDMXATFSA-N	P05177	Active
485	QXFHLLATYJOLGL-UHFFFAOYSA-N	P05177	Active
486	SQTZSGDDZUATET-UHFFFAOYSA-N	P05177	Active
487	JZNQMJPTPNEBMF-UHFFFAOYSA-N	P05177	Active
488	DLSYZAUVLJMJMW-KQWNVCNZSA-N	P05177	Active
489	RZKYUVJGAUFHJN-PKNBQFBNSA-N	P05177	Active
490	FZJBCLOBQNSWDI-UHFFFAOYSA-N	P05177	Active
491	WPJTZCLHFWRBBC-UHFFFAOYSA-N	P05177	Active
492	WYTYBZLFHVSJAB-RIYZIHGNSA-N	P05177	Active
493	VGOYOZSCGMVEJZ-CPNJWEJPSA-N	P05177	Active
494	YTPAFQIMFNEEJJ-FNORWQNLSA-N	P05177	Active
495	ILKGZCQNPRKMJP-UHFFFAOYSA-N	P05177	Active
496	ZSVXXHYMGRQADR-LFVJCYFKSA-N	P05177	Active
497	MUHBZXWIFFRFDF-PXNMLYILSA-N	P05177	Active
498	QYMKPFWXJSFNRC-LICLKQGHSA-N	P05177	Active
499	DJSDXNGVCOPHHQ-UHFFFAOYSA-N	P05177	Active
500	BBONRUMFZAZRGU-UHFFFAOYSA-N	P05177	Active
501	SRSCRCGZMXFGJT-UHFFFAOYSA-N	P05177	Active
502	CDUPTXNAHOCCGC-UHFFFAOYSA-N	P05177	Active
503	NAGQNCSLJYIDSC-OVCLIPMQSA-N	P05177	Active
504	IPQWVKCFKOWFSG-UHFFFAOYSA-N	P05177	Active
505	YMQLPFQHUUVVSL-XFFZJAGNSA-N	P05177	Active
506	FIIINVTXWYOJPG-UHFFFAOYSA-N	P05177	Active
507	TUEYDKDHXUAEFU-UHFFFAOYSA-N	P05177	Active
508	YCFBWXMAKHHVNX-ZZXKWVIFSA-N	P05177	Active
509	ZSUAQTOTZXJAEM-UHFFFAOYSA-N	P05177	Active
510	JEORQQLXFZZLLJ-VMPITWQZSA-N	P05177	Active
511	WAJNGSGMCOPHFS-SFQUDFHCSA-N	P05177	Active
512	LVSFKDOERWKLHD-QGOAFFKASA-N	P05177	Active
513	FQXFGPMPRRDVRN-JCMHNJIXSA-N	P05177	Active
514	ANXRKTNHUAKZMB-UHFFFAOYSA-N	P05177	Active
515	GGFPFBNRESJPTF-UHFFFAOYSA-N	P05177	Active
516	IMSXHNJZMPDAEB-UHFFFAOYSA-N	P05177	Active
517	KQIBSKJXPNARHE-SDNWHVSQSA-N	P05177	Active
518	FOFUEKRAHFUWQU-SHYYXUARSA-N	P05177	Active
519	JNTSUSPJVUGJBK-SDNWHVSQSA-N	P05177	Active
520	CLHWGLKLWYNXJZ-FNORWQNLSA-N	P05177	Active
521	BXCCSVJYLFAQLR-UHFFFAOYSA-N	P05177	Active
522	IONLGROWVAPKLI-UHFFFAOYSA-N	P05177	Active
523	RZKCAHLNOXOGSP-UHFFFAOYSA-N	P05177	Active
524	BDFUISMYITVFEA-UHFFFAOYSA-N	P05177	Active
525	BBKXRCHPDAVHLF-UHFFFAOYSA-N	P05177	Active
526	CTAJHYUUWQOTHA-UHFFFAOYSA-N	P05177	Active
527	NTAWDVISZFAWNO-UHFFFAOYSA-N	P05177	Active
528	CFORGGNEEFJNKU-UHFFFAOYSA-N	P05177	Active
529	ACAYSFZBEWEESJ-UHFFFAOYSA-N	P05177	Active
530	LBAPPHMEVOLEJF-UHFFFAOYSA-N	P05177	Active
531	RIUGCNDMPSXTTC-UHFFFAOYSA-N	P05177	Active
532	DAEBCZOMBPEOFI-UHFFFAOYSA-N	P05177	Active
533	DKSLKSIRFKMMLM-UHFFFAOYSA-N	P05177	Active
534	VUNXUJWCGQLSKJ-UHFFFAOYSA-N	P05177	Active
535	ACEQBHFVHBMCFK-UHFFFAOYSA-N	P05177	Active
536	ZLXCIQARLZIOIH-UHFFFAOYSA-N	P05177	Active
537	RTJDZSLKGUUNQS-UHFFFAOYSA-N	P05177	Active
538	GMZFERDQFWXEAH-PWHKKFIBSA-N	P05177	Active
539	AGPVRVPBLAKESX-UHFFFAOYSA-N	P05177	Active
540	QVHBEADFXGHPAA-UHFFFAOYSA-N	P05177	Active
541	GSDPWYVVVAWAJZ-UHFFFAOYSA-N	P05177	Active
542	JODWREZSBYTFJY-UHFFFAOYSA-N	P05177	Active
543	ZJKNMGRTICSHDN-UHFFFAOYSA-N	P05177	Active
544	WEQSKGVQKRPOPD-UHFFFAOYSA-N	P05177	Active
545	YIILCUGYQGMUJH-UHFFFAOYSA-N	P05177	Active
546	DTLMGAPFKMVLMO-NJNXFGOHSA-N	P05177	Active
547	RPFREANMLWCYMJ-UHFFFAOYSA-N	P05177	Active
548	YENUGHBNAPDZGC-UHFFFAOYSA-N	P05177	Active
549	HZGLTPCVDYHLIU-STZFKDTASA-N	P05177	Active
550	LCCYJQBZXDJHKP-UHFFFAOYSA-N	P05177	Active
551	WNDWIYFQLHEAMR-MDWZMJQESA-N	P05177	Active
552	GMZKZKKUGRZMQA-WOJGMQOQSA-N	P05177	Active
553	KWZBAJPFRDZPMM-UHFFFAOYSA-N	P05177	Active
554	JNAVDENGXQNECA-UHFFFAOYSA-N	P05177	Active
555	FCBDYYLPQOSFNU-LCYFTJDESA-N	P05177	Active
556	LNYQUYPXZBOLJO-UHFFFAOYSA-N	P05177	Active
557	DLABTXPDYBHNCW-UHFFFAOYSA-N	P05177	Active
558	FPELRVRVQZJDHZ-YPKPFQOOSA-N	P05177	Active
559	NRVQPAZCFBJKNE-WUXMJOGZSA-N	P05177	Active
560	HMHHVRARCAPWJI-UHFFFAOYSA-N	P05177	Active
561	UQMJQKRHTZOCNO-UHFFFAOYSA-N	P05177	Active
562	XGBXXXNEGNJDPP-UHFFFAOYSA-N	P05177	Active
563	TVJRROBJHLWKIA-NTCAYCPXSA-N	P05177	Active
564	LHJSMTYZGBUFPY-UHFFFAOYSA-N	P05177	Active
565	WLMYZFDFXUHTHH-UHFFFAOYSA-N	P05177	Active
566	CJNRJNMFHHUHLP-UHFFFAOYSA-N	P05177	Active
567	AHNBHSMPUWGIFO-UHFFFAOYSA-N	P05177	Active
568	BRUMXRFTVXAOLK-UHFFFAOYSA-N	P05177	Active
569	OTHRYGYDZYNCBC-RVDMUPIBSA-N	P05177	Active
570	PELALPFFXQJWQP-UHFFFAOYSA-N	P05177	Active
571	KIXBNLUJUHXGFK-CSKARUKUSA-N	P05177	Active
572	XKIZXWVFIJSNHM-CMDGGOBGSA-N	P05177	Active
573	UCEJNSFVFURQLO-UHFFFAOYSA-N	P05177	Active
574	WYOBMIQZMWGRQL-DTQAZKPQSA-N	P05177	Active
575	RLRWLBSXRIUVGL-UHFFFAOYSA-N	P05177	Active
576	POVBSAUKZRXNRS-UHFFFAOYSA-N	P05177	Active
577	YDFGHELXEJKWAC-QTVPBASASA-N	P05177	Active
578	ZJLAXMKOMJPPJI-UHFFFAOYSA-N	P05177	Active
579	GYZIJDSQMMANKN-UHFFFAOYSA-N	P05177	Active
580	YFNHBEVOMUJLGS-UNOMPAQXSA-N	P05177	Active
581	VRLSGEDZDKHACO-UHFFFAOYSA-N	P05177	Active
582	GRTHRSBSSBYURO-UHFFFAOYSA-N	P05177	Active
583	YXSCLWGULPTWRO-UHFFFAOYSA-N	P05177	Active
584	FQHKOFCTJHKJLZ-GDNBJRDFSA-N	P05177	Active
585	BPFNSELFCTXMPT-IWIPYMOSSA-N	P05177	Active
586	MPNVVPNTXHUFJK-UHFFFAOYSA-N	P05177	Active
587	UBFQNXKUFVAOGC-UDWIEESQSA-N	P05177	Active
588	FQJNMUIRHGOAFE-UHFFFAOYSA-N	P05177	Active
589	UHPIGIZQHPYLPU-ZVHZXABRSA-N	P05177	Active
590	NTDQXUAJFQMTIU-RQZCQDPDSA-N	P05177	Active
591	RYUNNJOZXWRKPH-UHFFFAOYSA-N	P05177	Active
592	CMRCYZLRSDSGMN-SSZFMOIBSA-N	P05177	Active
593	DRUBTMBQERPLIW-UHFFFAOYSA-N	P05177	Active
594	MFGJTANABRPVDF-BQYQJAHWSA-N	P05177	Active
595	WDBOUQRCAUYIEY-XFFZJAGNSA-N	P05177	Active
596	ATKPLDDGMIKJMB-UHFFFAOYSA-N	P05177	Active
597	ZGZFHMRTHMBODP-WOJGMQOQSA-N	P05177	Active
598	RWDRODJHICCTIX-UHFFFAOYSA-N	P05177	Active
599	CHCAVISBWJCKDP-UHFFFAOYSA-N	P05177	Active
600	ZRXJKQAUCSXMTF-UHFFFAOYSA-N	P05177	Active
601	QDIBROZJVKGXOA-UHFFFAOYSA-N	P05177	Active
602	RCQVKSYYLVUSLT-OVCLIPMQSA-N	P05177	Active
603	HDVJJSVOZUJWOG-SRZZPIQSSA-N	P05177	Active
604	JXEQNKIGNUUZKM-VULFUBBASA-N	P05177	Active
605	FTSQGEWZFGNMEQ-CXUHLZMHSA-N	P05177	Active
606	BLLGMVCBKXJMCR-VMPITWQZSA-N	P05177	Active
607	HULVSJVSDJNHLL-HMMYKYKNSA-N	P05177	Active
608	OYGDEJQRFIXJSA-VMPITWQZSA-N	P05177	Active
609	DFDYEYULIXRTID-UHFFFAOYSA-N	P05177	Active
610	SCOYFXPAXRIHLR-YVMONPNESA-N	P05177	Active
611	OJLBPYXICVIGMG-UHFFFAOYSA-N	P05177	Active
612	NIOFVRMZZVLLAK-UHFFFAOYSA-N	P05177	Active
613	GGLCBRRMZVZEAX-UHFFFAOYSA-N	P05177	Active
614	SXBAYIGUEDERDU-UHFFFAOYSA-N	P05177	Active
615	IEVVNYZLGHKOGD-UHFFFAOYSA-N	P05177	Active
616	VHEAXOIQHTZDFE-UHFFFAOYSA-N	P05177	Active
617	ODPBTEDVAPTAEU-UHFFFAOYSA-N	P05177	Active
618	SNJJEQAHOQSQCU-FRKPEAEDSA-N	P05177	Active
619	AAYWZUWKFAOYGC-KGENOOAVSA-N	P05177	Active
620	HDDXEITYHLPDCF-UHFFFAOYSA-N	P05177	Active
621	WFQTZYKJWOITIP-GQCTYLIASA-N	P05177	Active
622	MXQALTYOKYPNLT-UHFFFAOYSA-N	P05177	Active
623	VARLAVNRBMFTAD-UHFFFAOYSA-N	P05177	Active
624	OIVHYHWKCXXORS-UHFFFAOYSA-N	P05177	Active
625	ZABONBWDFLIFPE-XFFZJAGNSA-N	P05177	Active
626	QKRRCXXUXVTIRA-SOFGYWHQSA-N	P05177	Active
627	YEKYYALHJMQDRC-UHFFFAOYSA-N	P05177	Active
628	JOCODXTYJXXHSR-UHFFFAOYSA-N	P05177	Active
629	FTEBNUHKCHOBIO-UHFFFAOYSA-N	P05177	Active
630	HQKDZYIVSFPCKJ-UHFFFAOYSA-N	P05177	Active
631	WOQQDMJTNIIPGY-UHFFFAOYSA-N	P05177	Active
632	YMGDDURRPRLJCZ-UHFFFAOYSA-N	P05177	Active
633	YVJZBICPTAKKMA-UHFFFAOYSA-N	P05177	Active
634	NDGCSDJGIFVSFZ-UHFFFAOYSA-N	P05177	Active
635	CUUHOYDMDHFMIY-UHFFFAOYSA-N	P05177	Active
636	CTEWFSJFJOWRPL-UHFFFAOYSA-N	P05177	Active
637	RIBVBLGXRKKONU-UHFFFAOYSA-N	P05177	Active
638	OYEYLQJEVNWXKX-UHFFFAOYSA-N	P05177	Active
639	DFMCRUCOXYLFMY-UHFFFAOYSA-N	P05177	Active
640	HSUBLTBEATZGRC-UHFFFAOYSA-N	P05177	Active
641	HLYZKMCHUPJAEN-UHFFFAOYSA-N	P05177	Active
642	NMCDVFXNBKEWCH-UHFFFAOYSA-N	P05177	Active
643	CHZODLCWXNEGHA-XFFZJAGNSA-N	P05177	Active
644	XDPNBVPBVXOPDE-UHFFFAOYSA-N	P05177	Active
645	IGIVWRJICPRDTF-UHFFFAOYSA-N	P05177	Active
646	CRVPYKQWIRPDDN-UHFFFAOYSA-N	P05177	Active
647	JUFATMMTPVJXSU-UHFFFAOYSA-N	P05177	Active
648	QAKJTCYTRIBBRT-UHFFFAOYSA-N	P05177	Active
649	ALNHTMIMVNUJFH-UHFFFAOYSA-N	P05177	Active
650	VOJOOOJLMCKSPM-UHFFFAOYSA-N	P05177	Active
651	HWJXZNHNXCEGOP-UHFFFAOYSA-N	P05177	Active
652	KTBXFAWHEFTOIE-UHFFFAOYSA-N	P05177	Active
653	TVYKPJDGBLQHDD-WAYWQWQTSA-N	P05177	Active
654	BOFIIENWQLWQQA-UHFFFAOYSA-N	P05177	Active
655	FCVLXNDAJKGONK-UHFFFAOYSA-N	P05177	Active
656	KDAHODOKKYYJCV-UHFFFAOYSA-N	P05177	Active
657	XOIGVRIUOWZAMH-UHFFFAOYSA-N	P05177	Active
658	HWCNHIWNASVYTG-UHFFFAOYSA-N	P05177	Active
659	JZZMLZGTKNQNQI-LFIBNONCSA-N	P05177	Active
660	OOZVIHFMGQDKDB-UHFFFAOYSA-N	P05177	Active
661	HYAKUPWZFHYHNE-UHFFFAOYSA-N	P05177	Active
662	BEDOCBXEFIJATK-UHFFFAOYSA-N	P05177	Active
663	PFCZWSUYQWSCDQ-UHFFFAOYSA-N	P05177	Active
664	CEQVFOSJISSDJR-UHFFFAOYSA-N	P05177	Active
665	QDFYVVNIMWRVJO-UHFFFAOYSA-N	P05177	Active
666	BVOPBTAQOJFTBL-UHFFFAOYSA-N	P05177	Active
667	ODNAHSRJQUKZJC-UHFFFAOYSA-N	P05177	Active
668	ASRGVRPSBKQXAR-UHFFFAOYSA-N	P05177	Active
669	ZZCMTJBMIDUOLO-VURMDHGXSA-N	P05177	Active
670	MIIVYOOIDDKQJL-FOWTUZBSSA-N	P05177	Active
671	PBJCYTPZBTYTFZ-VKAVYKQESA-N	P05177	Active
672	YXRZPWSCYIXPDK-UHFFFAOYSA-N	P05177	Active
673	WWAZVLSIEORJNO-UHFFFAOYSA-N	P05177	Active
674	KTDMTKZWKXFJHS-UHFFFAOYSA-N	P05177	Active
675	OAKAOPJHCGHCPY-UHFFFAOYSA-N	P05177	Active
676	DQOXDNAAMXCTPB-UHFFFAOYSA-N	P05177	Active
677	VVCKCUMUZCJUSY-UHFFFAOYSA-N	P05177	Active
678	CNEBHCWOAZWJMP-UHFFFAOYSA-N	P05177	Active
679	QYLKJUWLDZNZML-CSKARUKUSA-N	P05177	Active
680	XBSXHYZDANRNJE-UHFFFAOYSA-N	P05177	Active
681	XOKMVGNSLZHCLO-UHFFFAOYSA-N	P05177	Active
682	FPSVFEDUVOFUQD-UHFFFAOYSA-N	P05177	Active
683	KQZVCMCKJNRGRG-VOTSOKGWSA-N	P05177	Active
684	PIAGLTZTUCTOFR-VOTSOKGWSA-N	P05177	Active
685	HHDUEQMJFQUXEV-YVMONPNESA-N	P05177	Active
686	JLBYRQMYPUJGQF-NTEUORMPSA-N	P05177	Active
687	YYNFRYAIQBXHPC-UHFFFAOYSA-N	P05177	Active
688	CHPCYGXMUWOUBN-UHFFFAOYSA-N	P05177	Active
689	JPQRERFEGCTQDG-UHFFFAOYSA-N	P05177	Active
690	KYIWXQOFAPTVCE-UHFFFAOYSA-N	P05177	Active
691	VNBFIYLSKXPSFD-UHFFFAOYSA-N	P05177	Active
692	IDFWJCUNWVMQIL-UHFFFAOYSA-N	P05177	Active
693	LBIRYDZOCOFCRU-UHFFFAOYSA-N	P05177	Active
694	YUMWAKYQXSJVEI-UHFFFAOYSA-N	P05177	Active
695	KPUYNVYGIPXASJ-FOKLQQMPSA-N	P05177	Active
696	KSLXVWYPTSZVGP-UHFFFAOYSA-N	P05177	Active
697	ZJQDZYGXORTRFV-UHFFFAOYSA-N	P05177	Active
698	VRESTROMRYKCCC-UHFFFAOYSA-N	P05177	Active
699	LYQZKSZQACYDQB-UHFFFAOYSA-N	P05177	Active
700	LDIYKAIBQSIQBY-RIYZIHGNSA-N	P05177	Active
701	VJNANIFGAGIJST-UHFFFAOYSA-N	P05177	Active
702	XSYYLQJMAAYYFC-UHFFFAOYSA-N	P05177	Active
703	FEICTTCVWLUYOZ-UHFFFAOYSA-N	P05177	Active
704	SENQIAANEOEPOQ-UHFFFAOYSA-N	P05177	Active
705	CKHIPQFGCYCBDK-UHFFFAOYSA-N	P05177	Active
706	DESWIWBVKGLPQF-UHFFFAOYSA-N	P05177	Active
707	ULUURUUCUDPYGK-CXUHLZMHSA-N	P05177	Active
708	LMTHTRSFBFLKNZ-UHFFFAOYSA-N	P05177	Active
709	AEXBGUMFZCKXCD-UHFFFAOYSA-N	P05177	Active
710	IFCUQTPPRUBCNR-UHFFFAOYSA-N	P05177	Active
711	GFZUGEFYUYMZAL-UHFFFAOYSA-N	P05177	Active
712	SPSQLXDQAPAEAE-UHFFFAOYSA-N	P05177	Active
713	CGCVYHYEAGBORB-WJTDDFOZSA-N	P05177	Active
714	ZIGIMICLZAQPOQ-UHFFFAOYSA-N	P05177	Active
715	RZAMWZFIYNLWRM-UHFFFAOYSA-N	P05177	Active
716	OEYDJZHNQNTOCC-UHFFFAOYSA-N	P05177	Active
717	HDESNHOZWUYACY-UHFFFAOYSA-N	P05177	Active
718	BKNRUOIDCTYJOB-UHFFFAOYSA-N	P05177	Active
719	YWANWNRTFRLMGY-UHFFFAOYSA-N	P05177	Active
720	SDJYDNJZTOUFJP-KTKRTIGZSA-N	P05177	Active
721	UHRSEIPEWNQMHU-UHFFFAOYSA-N	P05177	Active
722	ASXLGFHXTXKNCW-UHFFFAOYSA-N	P05177	Active
723	LVJXAASFBSYIIX-UHFFFAOYSA-N	P05177	Active
724	FNPLWMMHAGXHDZ-UHFFFAOYSA-N	P05177	Active
725	PAIZXMTYRRASII-UHFFFAOYSA-N	P05177	Active
726	JMLULRKCHYGMLV-UHFFFAOYSA-N	P05177	Active
727	GWRCDBAKDMWAFP-UHFFFAOYSA-N	P05177	Active
728	YKVWFWMUDSOHAN-UHFFFAOYSA-N	P05177	Active
729	NTUDNLUTHZWQHO-UHFFFAOYSA-N	P05177	Active
730	IBZCFZMOXJMNFJ-UHFFFAOYSA-N	P05177	Active
731	PZKWFSZIEKIXOV-OVCLIPMQSA-N	P05177	Active
732	WHNKOKGCVZFDJB-YEHASYTMSA-N	P05177	Active
733	WYMPSDVWKPBHAG-UHFFFAOYSA-N	P05177	Active
734	QPANAFUOHONDFB-OQLLNIDSSA-N	P05177	Active
735	UIKVJQOEXPUPLX-UHFFFAOYSA-N	P05177	Active
736	HURUJIPEGVVHKP-UHFFFAOYSA-N	P05177	Active
737	ZWGWOKUCQZEWFI-UHFFFAOYSA-N	P05177	Active
738	DWLAPAUAIACWEG-DNTJNYDQSA-N	P05177	Active
739	TWBABRJLWCBTBS-BQYQJAHWSA-N	P05177	Active
740	KIUYHMLRVMTHPY-UHFFFAOYSA-N	P05177	Active
741	UDEFZUKPTZAQED-UHFFFAOYSA-N	P05177	Active
742	UFNAEUOXECFKRF-XDHOZWIPSA-N	P05177	Active
743	OABDTPYLJWFVNW-MHWRWJLKSA-N	P05177	Active
744	NVXIBTGVCYADNS-LDADJPATSA-N	P05177	Active
745	MMPOGQAJSXLRNV-SFQUDFHCSA-N	P05177	Active
746	OLTVILGVIQGPSA-NSKAYECMSA-N	P05177	Active
747	PTFHFIOEEJJJLG-UHFFFAOYSA-N	P05177	Active
748	NOSZMIRNIHHMSB-UHFFFAOYSA-N	P05177	Active
749	FLLYKGWESXKWTJ-AATRIKPKSA-N	P05177	Active
750	SKYQQENDYWWNJS-UHFFFAOYSA-N	P05177	Active
751	XSHFSTAYFXIXDX-UHFFFAOYSA-N	P05177	Active
752	HPSJITMHRJUUMB-UHFFFAOYSA-N	P05177	Active
753	PEMFVEMHQGCMCZ-QXMHVHEDSA-N	P05177	Active
754	YKUISWUAQBDQKG-UHFFFAOYSA-N	P05177	Active
755	HKWGHSOPQRXTGY-UHFFFAOYSA-N	P05177	Active
756	PDPAERLOHOYOJF-UHFFFAOYSA-N	P05177	Active
757	NWZXYVJACIXMGP-UHFFFAOYSA-N	P05177	Active
758	BZSSGVBNSBUNJF-UHFFFAOYSA-N	P05177	Active
759	RMTRVIWTMILIDO-UHFFFAOYSA-N	P05177	Active
760	IJOYYGFIORIFJG-UHFFFAOYSA-N	P05177	Active
761	HPIQINNANNSXMO-UHFFFAOYSA-N	P05177	Active
762	CXYUQSSFXNKODV-UHFFFAOYSA-N	P05177	Active
